Episode,Reward,Steps,AvgReward,TotalSteps,Epsilon
1.0,-363.9255750203959,106.0,-363.9255750203959,106.0,0.998993
2.0,-404.25655514627726,120.0,-384.0910650833366,226.0,0.997853
3.0,-71.62164402243232,77.0,-279.9345913963685,303.0,0.9971215
4.0,-101.43123998783229,99.0,-235.30875354423446,402.0,0.996181
5.0,-404.8295736275503,93.0,-269.2129175608976,495.0,0.9952975
6.0,-150.24837862679146,66.0,-249.38549440521328,561.0,0.9946705
7.0,-153.25459768983453,145.0,-235.65250916015916,706.0,0.993293
8.0,-118.05464388753362,129.0,-220.95277600108096,835.0,0.9920675
9.0,-119.33592497968172,91.0,-209.66201477648104,926.0,0.9912030000000001
10.0,-58.35846548999267,76.0,-194.5316598478322,1002.0,0.990481
11.0,-149.6151463409948,117.0,-190.44834043811971,1119.0,0.9893695
12.0,-226.28622304578553,110.0,-193.4348306554252,1229.0,0.9883245
13.0,-220.44465849888206,109.0,-195.5125097203065,1338.0,0.987289
14.0,-189.15626630448895,132.0,-195.0584923334624,1470.0,0.986035
15.0,-122.6477295718478,67.0,-190.23110814935475,1537.0,0.9853985
16.0,-350.2130290531979,167.0,-200.22997820584493,1704.0,0.983812
17.0,-370.8894227942254,90.0,-210.26876906398496,1794.0,0.982957
18.0,-100.05607444748674,85.0,-204.14584158529064,1879.0,0.9821495
19.0,-361.9020408442177,90.0,-212.44879944102362,1969.0,0.9812945
20.0,-205.84106158044943,115.0,-212.11841254799492,2084.0,0.980202
21.0,-89.01411218725691,82.0,-206.25630300700738,2166.0,0.979423
22.0,-179.07954683522436,122.0,-205.02099590828996,2288.0,0.978264
23.0,-404.2760839181095,117.0,-213.68426060436906,2405.0,0.9771525
24.0,-500.4866643911373,138.0,-225.63436076215112,2543.0,0.9758415
25.0,-140.30638867349592,119.0,-222.22124187860493,2662.0,0.974711
26.0,-218.09954536743163,108.0,-222.06271508971363,2770.0,0.973685
27.0,-131.18467278075704,93.0,-218.6968616708634,2863.0,0.9728015
28.0,-274.1196747552756,113.0,-220.67624785244954,2976.0,0.971728
29.0,-86.79360739256666,71.0,-216.05960507797082,3047.0,0.9710535
30.0,-31.871061242821867,126.0,-209.91998695013254,3173.0,0.9698565
31.0,-277.0406067549206,92.0,-212.08516823415795,3265.0,0.9689825
32.0,-78.75907167402906,83.0,-207.9187277166539,3348.0,0.968194
33.0,-204.07117877678775,112.0,-207.80213532453675,3460.0,0.96713
34.0,-227.18968762787298,117.0,-208.37235745110547,3577.0,0.9660185
35.0,-256.360021732801,87.0,-209.74343357343963,3664.0,0.965192
36.0,-281.91500342988996,132.0,-211.74819940278547,3796.0,0.963938
37.0,-162.354043889582,153.0,-210.41322222675294,3949.0,0.9624845
38.0,-72.46388942746397,87.0,-206.78297662677164,4036.0,0.961658
39.0,-304.76294740877063,92.0,-209.29528356989982,4128.0,0.960784
40.0,-288.2251185618653,90.0,-211.26852944469897,4218.0,0.959929
41.0,-199.26172540550175,99.0,-210.97568056569418,4317.0,0.9589885
42.0,-169.9225165085071,109.0,-209.99822427861827,4426.0,0.957953
43.0,-164.96366145428516,115.0,-208.9509088640989,4541.0,0.9568605
44.0,-223.00216009275027,88.0,-209.27025548293187,4629.0,0.9560245
45.0,-52.53282871653752,68.0,-205.7872015547898,4697.0,0.9553785
