Episode,Reward,Steps,AvgReward,TotalSteps,Epsilon
1.0,-167.5468735829225,78.0,-167.5468735829225,78.0,0.999259
2.0,-194.73469407690087,142.0,-181.1407838299117,220.0,0.99791
3.0,-105.03940756561741,87.0,-155.77365840848026,307.0,0.9970835
4.0,-58.11311958220676,77.0,-131.35852370191188,384.0,0.996352
5.0,-337.94730249139224,145.0,-172.67627945980794,529.0,0.9949745
6.0,-195.15721837925787,136.0,-176.42310261304956,665.0,0.9936825
7.0,-71.01961785383833,73.0,-161.36546193316227,738.0,0.992989
8.0,-175.97014261175653,104.0,-163.19104701798656,842.0,0.992001
9.0,-242.74553551072918,130.0,-172.03043462829132,972.0,0.990766
10.0,-241.30400401042166,94.0,-178.95779156650434,1066.0,0.989873
11.0,-236.04882369933395,97.0,-184.14788539676158,1163.0,0.9889515
12.0,-237.97291316675182,126.0,-188.6333043775941,1289.0,0.9877545
13.0,-72.30715780962727,114.0,-179.68513925698127,1403.0,0.9866715
14.0,-236.82088544383242,78.0,-183.76626398461352,1481.0,0.9859305
15.0,-409.81178266988394,157.0,-198.83596523029823,1638.0,0.984439
16.0,-207.5721491063179,144.0,-199.3819767225494,1782.0,0.983071
17.0,-248.7660051644946,128.0,-202.28691957207562,1910.0,0.981855
18.0,-228.43110078099198,143.0,-203.73937408368207,2053.0,0.9804965
19.0,-212.24094966795178,107.0,-204.1868254302226,2160.0,0.97948
20.0,-312.9459501560688,121.0,-209.6247816665149,2281.0,0.9783305
21.0,-317.26875013859706,141.0,-214.75068492709025,2422.0,0.976991
22.0,-175.06179217888902,134.0,-212.94664434762655,2556.0,0.975718
23.0,-200.0180259261603,69.0,-212.384530503215,2625.0,0.9750625
24.0,-133.08364660834192,120.0,-209.08032700759523,2745.0,0.9739225
25.0,-78.04240396253748,111.0,-203.83881008579294,2856.0,0.972868
26.0,-60.19991660970337,84.0,-198.31423725978948,2940.0,0.97207
27.0,-88.48977705471084,93.0,-194.24666465960138,3033.0,0.9711865
28.0,-95.32120678812144,137.0,-190.7136125927628,3170.0,0.969885
29.0,-189.61690430667744,104.0,-190.67579506565642,3274.0,0.968897
30.0,-178.77139258202527,97.0,-190.27898164953538,3371.0,0.9679755
31.0,-184.81991881748613,104.0,-190.1028828485015,3475.0,0.9669875
32.0,-250.8576874799028,109.0,-192.00147049323283,3584.0,0.965952
33.0,-324.5916036460753,158.0,-196.01935331604622,3742.0,0.964451
34.0,-113.67153788409591,88.0,-193.5973587445183,3830.0,0.963615
35.0,-224.47488993908573,100.0,-194.47957392150593,3930.0,0.962665
36.0,-267.13795140584136,122.0,-196.4978621849597,4052.0,0.961506
37.0,-195.5662316786641,140.0,-196.47268298208684,4192.0,0.960176
38.0,-226.62417761614293,116.0,-197.2661433671936,4308.0,0.959074
39.0,-161.19330987103953,73.0,-196.34119891857426,4381.0,0.9583805
40.0,-337.0499444708321,84.0,-199.8589175573807,4465.0,0.9575825
41.0,-125.01026047674608,120.0,-198.033340555414,4585.0,0.9564425
42.0,-269.7970506736721,110.0,-199.74200032013445,4695.0,0.9553975
43.0,-121.2259692701553,72.0,-197.91604610966982,4767.0,0.9547135
44.0,-92.86678233265434,72.0,-195.52856284201036,4839.0,0.9540295
45.0,-99.4882164902892,108.0,-193.3943329230832,4947.0,0.9530035
46.0,-203.91430061506952,132.0,-193.623027872909,5079.0,0.9517495
47.0,-51.49415340164546,109.0,-190.59900926713743,5188.0,0.9507140000000001
48.0,-165.20489256211323,102.0,-190.0699651691161,5290.0,0.9497450000000001
49.0,-343.2970411955049,109.0,-193.1970483533281,5399.0,0.9487095
50.0,-38.80051836169696,70.0,-190.1091177534955,5469.0,0.9480445
51.0,-133.36968398323597,105.0,-188.99657983643155,5574.0,0.947047
52.0,-200.57339064636986,94.0,-189.21921081354577,5668.0,0.946154
53.0,-125.7043399611371,87.0,-188.0208170238777,5755.0,0.9453275
54.0,-103.92603481152636,89.0,-186.46350624216745,5844.0,0.944482
55.0,-280.81278534461006,101.0,-188.1789476803937,5945.0,0.9435225
