Episode,Reward,Steps,AvgReward,TotalSteps,Epsilon
1.0,-73.58786765156734,149.0,-73.58786765156734,149.0,0.9985845
2.0,-68.29836644277961,83.0,-70.94311704717347,232.0,0.997796
3.0,-215.75429101013853,84.0,-119.21350836816184,316.0,0.996998
4.0,-70.6306539209869,64.0,-107.0677947563681,380.0,0.99639
5.0,-265.97337231903447,89.0,-138.84891026890136,469.0,0.9955445
6.0,-440.42643576509624,158.0,-189.11183118493386,627.0,0.9940435
7.0,-38.67731064167153,62.0,-167.62118539303924,689.0,0.9934545
8.0,-288.17720871172787,90.0,-182.6906883078753,779.0,0.9925995
9.0,-410.3773021672442,80.0,-207.98920095891629,859.0,0.9918395
10.0,-238.61304069714544,102.0,-211.05158493273922,961.0,0.9908705
11.0,-138.55088911341264,72.0,-204.4606125855277,1033.0,0.9901865
12.0,-362.2014236780381,101.0,-217.60568017657025,1134.0,0.989227
13.0,-231.9376074444949,93.0,-218.70813612025677,1227.0,0.9883435
14.0,-112.01949613368141,130.0,-211.08751897835853,1357.0,0.9871085
15.0,-63.422689178713625,79.0,-201.24319699171554,1436.0,0.986358
16.0,-207.82128419573797,152.0,-201.65432744196693,1588.0,0.984914
17.0,-264.9469561472187,87.0,-205.3774232481582,1675.0,0.9840875
18.0,-129.5663614202464,120.0,-201.16569759105198,1795.0,0.9829475
19.0,-322.0601959898207,138.0,-207.5285659278293,1933.0,0.9816365
20.0,-354.3733061963713,159.0,-214.8708029412564,2092.0,0.980126
21.0,-138.3748924536851,124.0,-211.22814053708632,2216.0,0.978948
22.0,-259.88213595405,100.0,-213.43968578331194,2316.0,0.977998
23.0,-384.29915402928134,97.0,-220.86835831574538,2413.0,0.9770765
24.0,-29.430223662432198,147.0,-212.89176937185735,2560.0,0.97568
25.0,-28.759373150514023,110.0,-205.52647352300363,2670.0,0.974635
26.0,-359.8163435313809,88.0,-211.4606992925566,2758.0,0.973799
27.0,-84.33376232462427,69.0,-206.7522942196702,2827.0,0.9731435
28.0,-208.84100371933488,144.0,-206.82689098751538,2971.0,0.9717755
29.0,-356.0076022206334,113.0,-211.9710534438298,3084.0,0.970702
30.0,-114.52929535534818,76.0,-208.7229948408804,3160.0,0.96998
31.0,-61.54424186619289,99.0,-203.97529313201954,3259.0,0.9690395
32.0,-97.35600151436437,110.0,-200.6434402689678,3369.0,0.9679945
33.0,-106.49374910513185,94.0,-197.7904193246091,3463.0,0.9671015000000001
34.0,-468.0446470257739,112.0,-205.7390730805257,3575.0,0.9660375
35.0,-210.74563371155017,123.0,-205.88211766998356,3698.0,0.964869
36.0,-340.240461651671,107.0,-209.6142938916971,3805.0,0.9638525
37.0,-127.21976564181907,159.0,-207.3874147498085,3964.0,0.962342
38.0,-251.45266615239885,96.0,-208.54702662882403,4060.0,0.96143
39.0,-426.51533162482224,111.0,-214.13595752615734,4171.0,0.9603755
40.0,-69.61031611089514,102.0,-210.52281649077577,4273.0,0.9594065
41.0,-152.27052318779198,117.0,-209.10202884923956,4390.0,0.958295
42.0,-154.28205619758495,134.0,-207.79679140515253,4524.0,0.957022
43.0,-406.91455651578514,129.0,-212.4274371053998,4653.0,0.9557965
44.0,-193.72872697308475,106.0,-212.00246642057445,4759.0,0.9547895
45.0,-318.4770429313561,86.0,-214.36856812081402,4845.0,0.9539725
46.0,-449.27608757321747,99.0,-219.47525332630107,4944.0,0.953032
47.0,-117.22484913933286,84.0,-217.29971281168474,5028.0,0.952234
48.0,-93.1433905110825,72.0,-214.71312276375556,5100.0,0.95155
49.0,-127.93357308167103,167.0,-212.94211154575385,5267.0,0.9499635
50.0,-305.06083842551163,101.0,-214.784486083349,5368.0,0.949004
51.0,-322.5595361391172,83.0,-216.8977223589523,5451.0,0.9482155
52.0,-234.34314721748515,68.0,-217.23321129853946,5519.0,0.9475695
53.0,-100.16132913253684,86.0,-215.0243078614451,5605.0,0.9467525
54.0,-316.7798241726749,113.0,-216.908669274616,5718.0,0.945679
55.0,-212.0528273734242,153.0,-216.82038124004887,5871.0,0.9442255
56.0,-268.5346744151045,114.0,-217.74385076103204,5985.0,0.9431425
57.0,-61.46262125219886,132.0,-215.0020748047367,6117.0,0.9418885
58.0,-276.5640284405143,128.0,-216.063487798457,6245.0,0.9406725
59.0,-103.09916493052788,144.0,-214.14883825832263,6389.0,0.9393045
60.0,-121.24852028063738,99.0,-212.6004996253612,6488.0,0.938364
61.0,-128.7254500911683,181.0,-211.22549881332523,6669.0,0.9366445
62.0,-77.12998950477754,80.0,-209.06266801802607,6749.0,0.9358845
63.0,-84.92581591400481,107.0,-207.09224179415273,6856.0,0.934868
64.0,-356.2975996212589,91.0,-209.42357551020126,6947.0,0.9340035
65.0,-95.46261402578182,145.0,-207.67032994890252,7092.0,0.932626
66.0,-42.471405590950184,139.0,-205.167315943479,7231.0,0.9313055
67.0,-492.3759008746069,131.0,-209.45401124095852,7362.0,0.930061
68.0,-492.72134885165116,147.0,-213.61970738229223,7509.0,0.9286645
