Episode,Reward,Steps,AvgReward,TotalSteps,Epsilon
1.0,-131.00251089754056,119.0,-131.00251089754056,119.0,0.9988695
2.0,-334.98231347373417,82.0,-232.99241218563736,201.0,0.9980905
3.0,-201.40678270538456,161.0,-222.4638690255531,362.0,0.996561
4.0,-90.36386107794615,100.0,-189.43886703865135,462.0,0.995611
5.0,-190.91935878440287,134.0,-189.73496538780165,596.0,0.994338
6.0,-67.04147570276909,66.0,-169.28605044029624,662.0,0.993711
7.0,-243.92521184199938,99.0,-179.94878778339668,761.0,0.9927705
8.0,-137.79830918277307,123.0,-174.67997795831872,884.0,0.991602
9.0,-334.8468770339131,100.0,-192.47630007782922,984.0,0.990652
10.0,-32.797821559851684,75.0,-176.50845222603147,1059.0,0.9899395
11.0,-90.54227558134593,73.0,-168.69334525833276,1132.0,0.989246
12.0,-1.6543472576142477,96.0,-154.7734287582729,1228.0,0.988334
13.0,-342.75231958275015,99.0,-169.23334343707882,1327.0,0.9873935
14.0,-416.67557045242506,125.0,-186.90778822388924,1452.0,0.986206
15.0,-141.52011351008463,96.0,-183.88194324296896,1548.0,0.985294
16.0,-193.74676307420285,103.0,-184.4984944824211,1651.0,0.9843155
17.0,-174.71997102859444,90.0,-183.92328722043132,1741.0,0.9834605
18.0,-76.56709805403943,103.0,-177.95905448896508,1844.0,0.982482
19.0,-92.33840479157263,68.0,-173.45270450489178,1912.0,0.981836
20.0,-154.50115824896983,121.0,-172.5051271920957,2033.0,0.9806865
21.0,-126.34696115958833,121.0,-170.3071192857858,2154.0,0.979537
22.0,-306.08325398733166,105.0,-176.4787617722197,2259.0,0.9785395
23.0,-326.44684250457067,91.0,-182.9991131084089,2350.0,0.977675
24.0,-109.79684889618369,94.0,-179.94901876623285,2444.0,0.976782
25.0,-208.6720647488862,98.0,-181.097940605539,2542.0,0.975851
26.0,-369.89657166071134,135.0,-188.35942641535334,2677.0,0.9745685
27.0,-375.1709080432313,102.0,-195.27837017934883,2779.0,0.9735995
28.0,-267.7555346206135,87.0,-197.8668403379654,2866.0,0.972773
29.0,-56.649046073024735,101.0,-192.99726122538124,2967.0,0.9718135
30.0,-96.31944754892805,88.0,-189.77466743616614,3055.0,0.9709775
31.0,-64.30385904321327,90.0,-185.7272220041354,3145.0,0.9701225
32.0,-100.76572271542545,76.0,-183.07217515136318,3221.0,0.9694005
33.0,-218.15409976181186,135.0,-184.13526377592225,3356.0,0.968118
34.0,-257.59658442968947,149.0,-186.29589085397424,3505.0,0.9667025
35.0,116.5246013331934,500.0,-177.64387679148373,4005.0,0.9619525
36.0,-327.80791282032874,91.0,-181.8151000145072,4096.0,0.961088
37.0,-177.79555082930048,145.0,-181.70646355004217,4241.0,0.9597105
38.0,-207.0359942260697,126.0,-182.3730301467797,4367.0,0.9585135
39.0,-227.33814465170678,71.0,-183.52598180075222,4438.0,0.957839
40.0,-262.37893789679583,107.0,-185.49730570315327,4545.0,0.9568225
41.0,-251.31968406624915,102.0,-187.10272956566783,4647.0,0.9558535
42.0,-219.3773271644913,132.0,-187.8711723656398,4779.0,0.9545995
43.0,-185.76629758881506,98.0,-187.8222217894346,4877.0,0.9536685
44.0,-310.0250629667421,135.0,-190.59955908891882,5012.0,0.952386
45.0,-69.08503820656178,118.0,-187.89923640264425,5130.0,0.951265
46.0,-196.88193475971573,62.0,-188.09451245388493,5192.0,0.950676
47.0,-223.38261543902354,137.0,-188.8453231556964,5329.0,0.9493745
48.0,-156.05820863543636,161.0,-188.1622582698577,5490.0,0.947845
49.0,-100.93342596042898,79.0,-186.38207801864485,5569.0,0.9470945
50.0,-219.52951416686665,90.0,-187.0450267416093,5659.0,0.9462395
51.0,-377.90171524038783,128.0,-190.7873147513893,5787.0,0.9450235
52.0,-229.80292280757283,106.0,-191.53761490631587,5893.0,0.9440165
53.0,-56.44437960009618,152.0,-188.988685938274,6045.0,0.9425725
54.0,-492.0755220608501,86.0,-194.6014051257291,6131.0,0.9417555
55.0,-66.8387543213058,82.0,-192.27844783837597,6213.0,0.9409765
56.0,-226.9366159761426,96.0,-192.89734369797887,6309.0,0.9400645
57.0,63.43434995527457,500.0,-188.40029644090427,6809.0,0.9353145
58.0,-85.52072213085566,90.0,-186.6265106769379,6899.0,0.9344595
59.0,-178.95615195541154,81.0,-186.49650459691205,6980.0,0.93369
60.0,-142.49697710156028,139.0,-185.76317913865617,7119.0,0.9323695
61.0,-63.34748204470178,62.0,-183.7563644321979,7181.0,0.9317805
62.0,-94.19252946499188,71.0,-182.31178644885586,7252.0,0.931106
63.0,-76.6383386504042,78.0,-180.6344301345947,7330.0,0.930365
64.0,-100.81334649022621,96.0,-179.38722570265148,7426.0,0.929453
65.0,-438.7630495911591,133.0,-183.3776229932439,7559.0,0.9281895
66.0,-143.26384508849515,65.0,-182.7698384795356,7624.0,0.9275720000000001
67.0,-172.54935660015718,143.0,-182.61729397387322,7767.0,0.9262135
68.0,-102.2707952204451,93.0,-181.4357278157346,7860.0,0.92533
69.0,-104.175334769416,78.0,-180.3160119744836,7938.0,0.924589
70.0,-4.3097904957652275,166.0,-177.80163738193048,8104.0,0.923012
71.0,-161.8419042800171,79.0,-177.57685240866408,8183.0,0.9222615000000001
72.0,-132.23013352433472,96.0,-176.94703686860396,8279.0,0.9213495
73.0,-416.8946802597241,101.0,-180.23399088766038,8380.0,0.92039
74.0,-226.797426000003,105.0,-180.86322649728663,8485.0,0.9193925000000001
75.0,-36.49819825950803,71.0,-178.93835945411624,8556.0,0.918718
76.0,-149.20916214283216,88.0,-178.54718580528356,8644.0,0.917882
77.0,-124.05277080586052,139.0,-177.83946612996635,8783.0,0.9165615
78.0,-93.53660901165715,78.0,-176.7586602694752,8861.0,0.9158205
79.0,-254.89642783046264,145.0,-177.74774593480416,9006.0,0.914443
80.0,-111.73923967181778,105.0,-176.92263960651687,9111.0,0.9134455
81.0,-288.42670958439874,94.0,-178.29923306303394,9205.0,0.9125525
82.0,-251.3404566697733,94.0,-179.1899796923844,9299.0,0.9116595000000001
