Episode,Reward,Steps,AvgReward,TotalSteps,Epsilon
1.0,-228.45276848950542,126.0,-228.45276848950542,126.0,0.998803
2.0,-42.4353135351201,62.0,-135.44404101231277,188.0,0.998214
3.0,-92.98152415529499,65.0,-121.28986872664018,253.0,0.9975965
4.0,-73.0748408928649,153.0,-109.23611176819637,406.0,0.996143
5.0,-224.66165596450782,134.0,-132.32122060745866,540.0,0.99487
6.0,-146.50017314967482,117.0,-134.68437936449467,657.0,0.9937585
7.0,-112.93348754130413,115.0,-131.57710910403887,772.0,0.992666
8.0,-296.1182293930367,119.0,-152.1447491401636,891.0,0.9915355
9.0,-300.2910670621141,162.0,-168.60545113149144,1053.0,0.9899965
10.0,-376.5993596945631,134.0,-189.4048419877986,1187.0,0.9887235
11.0,-101.20098042628301,69.0,-181.3863091185699,1256.0,0.988068
12.0,-136.2192208664021,103.0,-177.62238509755593,1359.0,0.9870895
13.0,-106.09374889382075,109.0,-172.1201823126532,1468.0,0.986054
14.0,-279.68548138915054,125.0,-179.80341796097446,1593.0,0.9848665
15.0,-394.05292738270526,129.0,-194.08671858908983,1722.0,0.983641
16.0,-140.64408854596584,133.0,-190.7465542113946,1855.0,0.9823775
17.0,-144.87585504592346,88.0,-188.04827778989628,1943.0,0.9815415
18.0,-54.37380827169948,94.0,-180.6219183722187,2037.0,0.9806485
19.0,-180.6756784764709,87.0,-180.62474785138986,2124.0,0.979822
20.0,-108.08059836716004,112.0,-176.99754037717835,2236.0,0.978758
21.0,-71.88238006664048,78.0,-171.992056552867,2314.0,0.978017
22.0,-97.72725573321206,94.0,-168.61638378833726,2408.0,0.977124
23.0,-80.99928708088349,125.0,-164.80694480105666,2533.0,0.9759365
24.0,-113.50702197613084,108.0,-162.66944801668475,2641.0,0.9749105
25.0,-150.05154279978103,82.0,-162.1647318080086,2723.0,0.9741315
26.0,-58.53282078549763,77.0,-158.17888907637357,2800.0,0.9734
27.0,-115.38934940585277,114.0,-156.59409131079872,2914.0,0.972317
28.0,-178.72806045647576,82.0,-157.3845902088586,2996.0,0.971538
29.0,-194.96884920919484,74.0,-158.6805991399047,3070.0,0.970835
30.0,-61.010701752426094,90.0,-155.4249358936554,3160.0,0.96998
31.0,-113.65659118117067,94.0,-154.07756993518814,3254.0,0.969087
32.0,-87.51849049752798,112.0,-151.9975987027613,3366.0,0.968023
33.0,-133.32576196380063,90.0,-151.43178546824734,3456.0,0.967168
34.0,-119.63543924206039,90.0,-150.496598814536,3546.0,0.966313
35.0,-2.5495127866725085,95.0,-146.26953921373988,3641.0,0.9654105
36.0,-142.5822850333819,80.0,-146.1671154865077,3721.0,0.9646505
37.0,-52.539022100604356,79.0,-143.63662647607788,3800.0,0.9639
38.0,-164.44212348542914,129.0,-144.18413955527134,3929.0,0.9626745
39.0,-122.46496118337421,77.0,-143.6272375457355,4006.0,0.961943
40.0,-349.4559929472065,105.0,-148.77295643077227,4111.0,0.9609455
41.0,-127.6230108011251,61.0,-148.25710409834184,4172.0,0.960366
42.0,-24.581534252744305,140.0,-145.31244767344666,4312.0,0.959036
43.0,-176.7268076644035,115.0,-146.04301418486426,4427.0,0.9579435000000001
44.0,-158.02372773277483,140.0,-146.31530312913495,4567.0,0.9566135
45.0,-116.98180352313088,94.0,-145.66344758233487,4661.0,0.9557205
46.0,-88.06145811535494,85.0,-144.41123042000922,4746.0,0.954913
47.0,-225.15234708078688,98.0,-146.12912651917472,4844.0,0.953982
48.0,-99.7138322758355,136.0,-145.16214122243846,4980.0,0.95269
49.0,-68.21913225477206,71.0,-143.59187573330243,5051.0,0.9520155
50.0,-132.74917317712192,105.0,-143.3750216821788,5156.0,0.951018
51.0,-157.26798583020286,138.0,-143.64743274390477,5294.0,0.949707
52.0,-20.589453029264135,73.0,-141.28093313400785,5367.0,0.9490135
53.0,-98.7497549590955,119.0,-140.47845807410383,5486.0,0.947883
54.0,-164.58912134328614,93.0,-140.92495183834794,5579.0,0.9469995
55.0,-72.97814859040724,82.0,-139.6895554156581,5661.0,0.9462205
56.0,-62.584867720589116,111.0,-138.31268599253187,5772.0,0.945166
57.0,-113.8593502021086,110.0,-137.8836801014718,5882.0,0.944121
58.0,19.90942433007058,73.0,-135.16310933541075,5955.0,0.9434275
59.0,-134.86896349148964,112.0,-135.15812381263243,6067.0,0.9423635
60.0,-6.402244410211125,146.0,-133.01219248925875,6213.0,0.9409765
61.0,-147.77035773422958,125.0,-133.2541296244222,6338.0,0.939789
62.0,-185.52785129158661,122.0,-134.09725416744098,6460.0,0.93863
63.0,-83.65069652659771,85.0,-133.29651515726886,6545.0,0.9378225
64.0,-78.67058476365587,119.0,-132.44298499486865,6664.0,0.936692
65.0,-208.529176104116,75.0,-133.61354178116474,6739.0,0.9359795
66.0,-101.30928138726802,94.0,-133.12408329034815,6833.0,0.9350865
67.0,-84.77061612687558,90.0,-132.40238975059484,6923.0,0.9342315
68.0,-90.0466603783848,143.0,-131.77951137747408,7066.0,0.9328730000000001
69.0,-71.88844456497512,65.0,-130.91152490193062,7131.0,0.9322555
70.0,-63.76031038747557,126.0,-129.9522218374384,7257.0,0.9310585
71.0,-326.941749603976,94.0,-132.7267222285164,7351.0,0.9301655
72.0,-71.62633562069678,105.0,-131.87810574785226,7456.0,0.929168
73.0,-123.15219102541724,120.0,-131.75857266946275,7576.0,0.928028
74.0,-110.48863150172676,117.0,-131.4711410320609,7693.0,0.9269165
75.0,-61.207507288212135,120.0,-130.53429258214294,7813.0,0.9257765
76.0,-259.8529638636777,106.0,-132.23585404637365,7919.0,0.9247695
77.0,-65.49072757197338,156.0,-131.3690342220308,8075.0,0.9232875
78.0,-126.94648589499286,67.0,-131.31233488450465,8142.0,0.922651
79.0,-138.12068146595024,83.0,-131.39851648680144,8225.0,0.9218625
80.0,-140.07981096323198,129.0,-131.5070326677568,8354.0,0.920637
81.0,-72.59697690425648,68.0,-130.77974802870122,8422.0,0.919991
82.0,-76.19545730033065,139.0,-130.11408594664795,8561.0,0.9186705000000001
83.0,-163.0071746671028,126.0,-130.51038822038836,8687.0,0.9174735
84.0,-101.23686494638095,110.0,-130.16189389569777,8797.0,0.9164285
85.0,-111.5831435131944,89.0,-129.943320361786,8886.0,0.915583
86.0,-148.45779664138564,136.0,-130.1586049696883,9022.0,0.914291
87.0,-155.243451990334,133.0,-130.44693654463825,9155.0,0.9130275
88.0,-28.311373406311645,83.0,-129.28630514533913,9238.0,0.912239
89.0,-60.65185336689766,114.0,-128.515131529851,9352.0,0.911156
90.0,-57.292451395533405,72.0,-127.72376841724747,9424.0,0.9104720000000001
91.0,-32.93388760790785,132.0,-126.68212137538659,9556.0,0.909218
92.0,-36.75488461348104,135.0,-125.70465141058327,9691.0,0.9079355
93.0,-83.64395000824946,99.0,-125.25238580410655,9790.0,0.906995
94.0,-78.31027508262048,111.0,-124.753001647495,9901.0,0.9059405
95.0,-257.94222854713416,132.0,-126.15499350959645,10033.0,0.9046865000000001
96.0,-64.68036655988035,83.0,-125.5146328122036,10116.0,0.903898
97.0,-89.2359779066694,72.0,-125.14062606060016,10188.0,0.903214
98.0,-60.222589609991175,116.0,-124.4781971172266,10304.0,0.902112
99.0,-67.29867902628648,142.0,-123.90062622741912,10446.0,0.900763
100.0,-49.90869573679674,83.0,-123.16070692251289,10529.0,0.8999745
101.0,-273.23267590112636,119.0,-123.60850599662908,10648.0,0.898844
102.0,-119.42726382177543,120.0,-124.37842549949565,10768.0,0.8977040000000001
103.0,-127.58164314256301,115.0,-124.72442668936834,10883.0,0.8966115
104.0,-52.76956591737296,78.0,-124.52137393961343,10961.0,0.8958705
105.0,-29.972263665315296,82.0,-122.5744800166215,11043.0,0.8950915
106.0,-83.63236106949049,126.0,-121.94580189581964,11169.0,0.8938945
107.0,-214.54141039894,147.0,-122.96188112439603,11316.0,0.892498
108.0,-408.48186004305074,142.0,-124.08551743089615,11458.0,0.891149
109.0,-169.57610727621486,121.0,-122.77836783303714,11579.0,0.8899995
110.0,-92.6567994886163,85.0,-119.93894223097769,11664.0,0.889192
111.0,-95.56714271291195,101.0,-119.88260385384396,11765.0,0.8882325
112.0,-129.56454046716937,75.0,-119.81605704985162,11840.0,0.88752
113.0,-51.33160083141269,154.0,-119.26843556922755,11994.0,0.886057
114.0,-72.68090046326999,64.0,-117.19838975996876,12058.0,0.885449
115.0,-81.93290009645374,117.0,-114.07718948710622,12175.0,0.8843375
116.0,-58.61999065643788,83.0,-113.25694850821095,12258.0,0.883549
117.0,-54.79741700323143,74.0,-112.35616412778406,12332.0,0.882846
118.0,-229.7815352740932,98.0,-114.11024139780797,12430.0,0.881915
119.0,-172.05419390867215,126.0,-114.02402655213,12556.0,0.880718
120.0,-69.50059369162942,124.0,-113.63822650537469,12680.0,0.87954
121.0,-56.590741563611445,135.0,-113.48531012034441,12815.0,0.8782575
122.0,-125.72966074988676,148.0,-113.76533417051114,12963.0,0.8768515
123.0,-13.275963209904887,97.0,-113.08810093180136,13060.0,0.87593
124.0,-116.94584611348198,138.0,-113.12248917317486,13198.0,0.874619
125.0,-168.5136837984293,124.0,-113.30711058316136,13322.0,0.873441
126.0,-422.77303078257466,174.0,-116.94951268313213,13496.0,0.871788
127.0,-17.747540927424694,148.0,-115.97309459834786,13644.0,0.870382
128.0,-55.041852431131915,134.0,-114.73623251809443,13778.0,0.869109
129.0,-174.0930286446108,108.0,-114.52747431244856,13886.0,0.868083
130.0,-195.4818547128292,92.0,-115.87218584205259,13978.0,0.867209
131.0,-38.07030907903171,148.0,-115.1163230210312,14126.0,0.865803
132.0,-61.64377556548874,105.0,-114.85757587171082,14231.0,0.8648055
133.0,-55.08478246106742,89.0,-114.07516607668349,14320.0,0.8639600000000001
134.0,-337.5444377661839,121.0,-116.25425606192472,14441.0,0.8628105
135.0,-144.95872370736402,140.0,-117.67834817113163,14581.0,0.8614805
136.0,-116.17106943974481,111.0,-117.41423601519527,14692.0,0.860426
137.0,-47.571349578259635,103.0,-117.36455928997182,14795.0,0.8594475
138.0,-45.460844549321095,121.0,-116.17474650061072,14916.0,0.858298
139.0,-45.8170614969342,134.0,-115.40826750374634,15050.0,0.857025
140.0,-62.818286503379866,112.0,-112.54189043930808,15162.0,0.855961
141.0,1.9713651572661917,117.0,-111.24594667972417,15279.0,0.8548495
